Date,Traffic_Mawa,Traffic_Jajira,Cash_Mawa,Cash_Jajira,Total_Traffic,Total_Cash
03/09/2025,7356,7766,9952650,9933850,15122,19886500
03/10/2025,7390,7779,10034750,10678100,15169,20712850
03/11/2025,7643,7629,10391200,10435100,15272,20826300
03/12/2025,7561,7737,10246200,10723100,15298,20969300
13/03/2025,8930,7980,11078700,10783700,16910,21862400
14/03/2025,8772,8553,10871350,11304650,17325,22176000
15/03/2025,7194,8511,9478750,10203950,15705,19682700
16/03/2025,7551,7907,10017100,10093150,15458,20110250
17/03/2025,7765,7904,10475950,10752000,15669,21227950
18/03/2025,7923,7779,10702650,10565000,15702,21267650
19/03/2025,7963,8062,10673450,11015800,16025,21689250
20/03/2025,9094,8493,11570800,11645150,17587,23215950
21/03/2025,9847,8752,12461450,11568050,18599,24029500
22/03/2025,7964,8812,10103050,11106200,16776,21209250
23/03/2025,8423,8261,10923800,10914950,16684,21838750
24/03/2025,9285,8830,12039700,12419350,18115,24459050
25/03/2025,11678,9977,13727150,14079350,21655,27806500
26/03/2025,14992,11436,16319450,15994400,26428,32313850
27/03/2025,17335,10348,16810450,13957400,27683,30767850
28/03/2025,26057,13580,23728300,18813000,39637,42541300
29/03/2025,24305,12619,23329450,17462750,36924,40792200
30/03/2025,22965,11276,21154000,15590900,34241,36744900
31/03/2025,11620,7798,9644750,7855250,19418,17500000
04/01/2025,14892,11118,12887250,11501150,26010,24388400
04/02/2025,12864,13091,11772400,12055500,25955,23827900
04/03/2025,11931,16192,12190300,14673300,28123,26863600
04/04/2025,12707,25000,15407500,21317650,37707,36725150
04/05/2025,13395,29164,17345900,23761650,42559,41107550
04/06/2025,11952,20184,16286100,19388200,32136,35674300
04/07/2025,11115,15984,15392000,17337150,27099,32729150
04/08/2025,10305,13347,14151850,15484250,23652,29636100
04/09/2025,9437,11240,12837350,13835150,20677,26672500
04/10/2025,10331,10428,12669500,13151100,20759,25820600
04/11/2025,11333,12246,14161500,14557400,23579,28718900
04/12/2025,9391,11257,12240150,12942850,20648,25183000
13/04/2025,9261,9966,12023550,12381050,19227,24404600
14/04/2025,9247,9903,11856450,12452400,19150,24308850
15/04/2025,8411,9186,10961100,11149800,17597,22110900
16/04/2025,8580,8930,11667400,11858000,17510,23525400
17/04/2025,9829,8721,11874950,11647100,18550,23522050
18/04/2025,10809,10311,13047950,12588950,21120,25636900
19/04/2025,8310,10071,10810650,11695350,18381,22506000
20/04/2025,8566,9098,11253650,11048750,17664,22302400
21/04/2025,8420,8807,11232250,11631600,17227,22863850
22/04/2025,8153,8553,10879850,11318400,16706,22198250
23/04/2025,8452,8489,11089950,11240850,16941,22330800
24/04/2025,9802,8883,11729500,11927050,18685,23656550
25/04/2025,10938,9928,12695250,11895050,20866,24590300
26/04/2025,8219,10242,10349200,11976050,18461,22325250
27/04/2025,8244,8718,10626450,10691050,16962,21317500
28/04/2025,8398,8415,11348300,11433200,16813,22781500
29/04/2025,8296,8238,10855800,10863700,16534,21719500
30/04/2025,12483,9375,14166150,12430400,21858,26596550
05/01/2025,13694,10911,13643450,12880200,24605,26523650
05/02/2025,9411,11324,10595200,12125000,20735,22720200
05/03/2025,8423,12186,10646150,12382450,20609,23028600
05/04/2025,8277,9327,10770700,10854850,17604,21625550
05/05/2025,8267,8531,10782550,10803250,16798,21585800
05/06/2025,8154,8452,10584900,11159800,16606,21744700
05/07/2025,8383,8513,10754750,11032800,16896,21787550
05/08/2025,10981,9208,12106700,12138900,20189,24245600
05/09/2025,11910,10543,13130250,12605400,22453,25735650
05/10/2025,8591,9654,10660400,11086400,18245,21746800
05/11/2025,8552,10472,10835000,11978650,19024,22813650
05/12/2025,8217,9206,10752650,11108350,17423,21861000
13/05/2025,8459,8803,10856900,11461950,17262,22318850
14/05/2025,8597,8842,11095700,11749000,17439,22844700
15/05/2025,9825,8700,11727350,11526750,18525,23254100
16/05/2025,11008,10781,13054100,12861200,21789,25915300
17/05/2025,8272,9619,10595850,11203250,17891,21799100
18/05/2025,8421,9068,11283300,11570100,17489,22853400
19/05/2025,8687,8714,11630000,11825300,17401,23455300
20/05/2025,8300,8614,11200800,11509050,16914,22709850
21/05/2025,8327,8861,11181850,11861250,17188,23043100
22/05/2025,9553,8988,11880700,12194050,18541,24074750
23/05/2025,10881,10447,13605200,13156600,21328,26761800
24/05/2025,8537,9541,10986850,11566450,18078,22553300
25/05/2025,8858,9005,11910250,11810900,17863,23721150
26/05/2025,8591,8707,11636450,11838700,17298,23475150
27/05/2025,8845,9136,11938450,12494450,17981,24432900
28/05/2025,9636,9601,13092100,13336550,19237,26428650
29/05/2025,8537,8454,11784350,12283450,16991,24067800
30/05/2025,9663,9272,12724900,13034450,18935,25759350
31/05/2025,9373,9659,12608250,13052350,19032,25660600
06/01/2025,10380,10222,13892150,14553850,20602,28446000
06/02/2025,11462,10971,14767550,15892150,22433,30659700
06/03/2025,13692,11582,16481900,16552150,25274,33034050
06/04/2025,24009,13456,22414550,18491600,37465,40906150
06/05/2025,35985,16502,31643800,22684200,52487,54328000
06/06/2025,26274,13844,25841350,18952950,40118,44794300
06/07/2025,11207,7644,10002050,8176800,18851,18178850
06/08/2025,16624,11663,15011150,12668700,28287,27679850
06/09/2025,14858,14182,14009950,14251350,29040,28261300
06/10/2025,12107,16563,12232200,14795950,28670,27028150
06/11/2025,12224,18076,13407100,16475100,30300,29882200
06/12/2025,12835,18766,15165750,17908900,31601,33074650
13/06/2025,13859,24922,17428050,22474600,38781,39902650
14/06/2025,13464,25240,17948650,21989700,38704,39938350
15/06/2025,11453,16328,15642150,16884500,27781,32526650
16/06/2025,10246,12813,14221900,15021800,23059,29243700
17/06/2025,9290,10545,13021500,13251350,19835,26272850
18/06/2025,8772,9644,12162400,12705550,18416,24867950
19/06/2025,9780,9644,12310900,12448150,19424,24759050
20/06/2025,10873,11390,13635800,13694550,22263,27330350
21/06/2025,9106,10828,11923700,12418500,19934,24342200
22/06/2025,8981,9665,11705300,12035650,18646,23740950
23/06/2025,8995,9327,12066050,12287000,18322,24353050
24/06/2025,8643,8904,11683800,11851300,17547,23535100
25/06/2025,8720,9175,11467250,12049050,17895,23516300
26/06/2025,10284,9123,12217250,12060600,19407,24277850
27/06/2025,11146,10666,13458100,12712950,21812,26171050
28/06/2025,9145,10585,12334350,12605000,19730,24939350
29/06/2025,8580,8878,11141250,10944100,17458,22085350
30/06/2025,8474,8660,11127850,11154800,17134,22282650
07/01/2025,8712,8756,11433050,11672050,17468,23105100
07/02/2025,8514,8436,10989350,11134200,16950,22123550
07/03/2025,11106,9079,12188800,11958000,20185,24146800
07/04/2025,11605,10334,13404400,12874500,21939,26278900
07/05/2025,8820,9305,11107500,10923350,18125,22030850
07/06/2025,8978,10982,11445200,12205950,19960,23651150
07/07/2025,7861,8858,10449300,10571750,16719,21021050
07/08/2025,7540,7756,10303000,10578750,15296,20881750
07/09/2025,7124,7198,9810050,9974050,14322,19784100
07/10/2025,8483,7669,10470950,10403250,16152,20874200
07/11/2025,9687,9345,11813750,11371200,19032,23184950
07/12/2025,8011,9550,10159400,10998550,17561,21157950
13/07/2025,8124,8483,10529400,10892500,16607,21421900
14/07/2025,7708,7920,10419650,10689250,15628,21108900
15/07/2025,7626,7638,10293450,10230750,15264,20524200
16/07/2025,7871,8000,10299550,10577700,15871,20877250
17/07/2025,9156,8308,10794950,11024950,17464,21819900
18/07/2025,10484,9865,12315800,11783700,20349,24099500
19/07/2025,9414,10640,13171900,13553900,20054,26725800
20/07/2025,7932,8671,10056750,10545250,16603,20602000
21/07/2025,8408,8521,10945850,10872400,16929,21818250
22/07/2025,8116,8174,10585250,10695550,16290,21280800
23/07/2025,8345,8317,10619250,10814350,16662,21433600
24/07/2025,9560,8291,11109600,11077800,17851,22187400
25/07/2025,10607,9881,12382500,11950900,20488,24333400
26/07/2025,8005,9638,10077600,10927900,17643,21005500
27/07/2025,7740,8534,10167600,10420000,16274,20587600
28/07/2025,7893,7713,10509250,10378200,15606,20887450
29/07/2025,7994,7843,10591950,10292900,15837,20884850
30/07/2025,7984,8188,10212250,10975450,16172,21187700
31/07/2025,9237,8001,11148000,10859750,17238,22007750
08/01/2025,10408,9433,12517400,11877750,19841,24395150
08/02/2025,7879,10073,10010550,11622500,17952,21633050
08/03/2025,7972,8574,10516300,10798800,16546,21315100
08/04/2025,8117,8116,10352600,10584650,16233,20937250
08/05/2025,8511,8074,10604150,10290700,16585,20894850
08/06/2025,7495,8166,9428150,10065700,15661,19493850
08/07/2025,10032,8562,11464050,11258250,18594,22722300
08/08/2025,10691,10081,12715400,12244450,20772,24959850
08/09/2025,8286,10107,10598050,11227850,18393,21825900
08/10/2025,8458,9056,10967500,11045450,17514,22012950
08/11/2025,8556,8801,11165650,11440150,17357,22605800
08/12/2025,8394,8531,10930800,11044100,16925,21974900
13/08/2025,8448,8466,10916350,11329550,16914,22245900
14/08/2025,10600,8761,11791350,11394750,19361,23186100
15/08/2025,11818,10893,13075050,12919750,22711,25994800
16/08/2025,8505,10910,10393750,11744750,19415,22138500
17/08/2025,7993,9272,10421600,10767100,17265,21188700
18/08/2025,8365,8748,11119450,11197450,17113,22316900
19/08/2025,8599,8570,11332850,11369950,17169,22702800
20/08/2025,8476,8376,11185600,11147050,16852,22332650
21/08/2025,9766,8672,11519450,11398550,18438,22918000
22/08/2025,11043,10345,12851900,12483600,21388,25335500
23/08/2025,7943,9583,10233050,11065150,17526,21298200
24/08/2025,7743,8281,10146150,10065500,16024,20211650
25/08/2025,8277,8629,10922000,11208000,16906,22130000
26/08/2025,8356,8385,10867450,11116600,16741,21984050
27/08/2025,8471,8438,11065650,11124200,16909,22189850
28/08/2025,10053,8691,11732700,11512350,18744,23245050
29/08/2025,11312,10614,12925450,12687300,21926,25612750
30/08/2025,8331,10043,10503300,11331350,18374,21834650
31/08/2025,8279,8941,10723900,10901850,17220,21625750
09/01/2025,8684,8694,11375100,11189350,17378,22564450
09/02/2025,8424,8396,10949350,11142900,16820,22092250
09/03/2025,8560,8586,10782250,11310450,17146,22092700
09/04/2025,11520,9196,12367250,11807100,20716,24174350
09/05/2025,12552,10830,13544200,12829100,23382,26373300
09/06/2025,8909,12119,10813800,12917050,21028,23730850
09/07/2025,7989,10084,10272300,11203450,18073,21475750
